Region;Comuna;Titular;Nombre;Tecnologia;Inversion_MMUS;Capacidad_MW;Latitud;Longitud;Plazo
Región de Antofagasta;NA;Titular52;Nombre52;Eólica-Solar;261.117990083758;614.098660231867;NA;NA;15
Región de Antofagasta;NA;Titular53;Nombre53;Eólica-Solar;407.005391814311;676.333749621413;NA;NA;10
Región de Antofagasta;NA;Titular54;Nombre54;Eólica-Solar;301.212290318707;485.699715507868;NA;NA;11
Región de Antofagasta;NA;Titular55;Nombre55;Eólica-Solar;635.726395614048;932.912154792786;NA;NA;12
Región de Antofagasta;NA;Titular56;Nombre56;Eólica-Solar;615.785246707059;472.444062778898;NA;NA;13
Región de Antofagasta;NA;Titular57;Nombre57;Eólica-Solar;752.77150731206;610.600916404508;NA;NA;8
Región de Antofagasta;NA;Titular58;Nombre58;Geotérmica;200;35;NA;NA;NA
Región de Antofagasta;NA;Titular59;Nombre59;Geotérmica;200;35;NA;NA;NA
Región de Antofagasta;NA;Titular60;Nombre60;Geotérmica;200;35;NA;NA;NA
Región de Antofagasta;NA;Titular61;Nombre61;Hidro;1400;800;NA;NA;4
Región de Antofagasta;NA;Titular62;Nombre62;Hidro;1400;800;NA;NA;3
Región de Antofagasta;NA;Titular63;Nombre63;Solar;390.68381002618;184.215981146813;NA;NA;4
Región de Antofagasta;NA;Titular64;Nombre64;Solar;1e-08;410.778020357903;NA;NA;4
Región de Antofagasta;NA;Titular65;Nombre65;Solar;541.115620575855;683.401576509361;NA;NA;4
Región de Antofagasta;NA;Titular66;Nombre66;Solar;1206.92553455851;565.053268909607;NA;NA;5
Región de Antofagasta;NA;Titular67;Nombre67;Solar;1e-08;355.834571162;NA;NA;4
Región de Antofagasta;NA;Titular68;Nombre68;Solar;1550.86190186691;463.443197869472;NA;NA;2
Región de Antofagasta;NA;Titular69;Nombre69;Solar;156.698288956402;1e-08;NA;NA;3
Región de Antofagasta;NA;Titular70;Nombre70;Solar;1127.59580487463;260.842392401681;NA;NA;2
Región de Antofagasta;NA;Titular71;Nombre71;Solar;1e-08;474.365245865801;NA;NA;4
Región de Antofagasta;NA;Titular72;Nombre72;Solar;2.4342103701672;1e-08;NA;NA;2
Región de Antofagasta;NA;Titular73;Nombre73;Solar;666.007034920258;286.32885803567;NA;NA;4
Región de Antofagasta;NA;Titular74;Nombre74;Solar;171.085596061331;67.1366878116132;NA;NA;3
Región de Antofagasta;NA;Titular75;Nombre75;Solar;1e-08;146.873246825454;NA;NA;5
Región de Antofagasta;NA;Titular76;Nombre76;Solar;4652.41837482146;928.540116510599;NA;NA;3
Región de Antofagasta;NA;Titular77;Nombre77;Solar;674.41689244103;773.032136693532;NA;NA;2
Región de Antofagasta;NA;Titular78;Nombre78;Solar;1e-08;1e-08;NA;NA;4
Región de Antofagasta;NA;Titular79;Nombre79;Solar;776.587313036601;320.651239090382;NA;NA;5
Región de Antofagasta;NA;Titular80;Nombre80;Solar;2601.27370575269;1203.35621821629;NA;NA;2
Región de Antofagasta;NA;Titular81;Nombre81;Solar;1e-08;95.4883974375768;NA;NA;3
Región de Antofagasta;NA;Titular82;Nombre82;Solar;3382.07733594142;855.779681141398;NA;NA;3
Región de Antofagasta;NA;Titular83;Nombre83;Solar;1e-08;1e-08;NA;NA;4
Región de Antofagasta;NA;Titular84;Nombre84;Solar;121.744244721891;514.918986970224;NA;NA;2
Región de Antofagasta;NA;Titular85;Nombre85;Solar;950.841644077807;269.786674651388;NA;NA;5
Región de Antofagasta;NA;Titular86;Nombre86;Solar;322.686646930936;4.90807701416185;NA;NA;4
Región de Antofagasta;NA;Titular87;Nombre87;Solar;1e-08;1e-08;NA;NA;5
Región de Antofagasta;NA;Titular88;Nombre88;Solar;1e-08;387.11361307554;NA;NA;4
Región de Antofagasta;NA;Titular89;Nombre89;Solar;1180.57983692317;437.510292288388;NA;NA;4
Región de Antofagasta;NA;Titular90;Nombre90;Solar;925.508196282822;165.483736442733;NA;NA;3
Región de Antofagasta;NA;Titular91;Nombre91;Solar;1e-08;1e-08;NA;NA;4
Región de Antofagasta;NA;Titular92;Nombre92;Solar;1e-08;62.1698370681582;NA;NA;5
Región de Antofagasta;NA;Titular93;Nombre93;Solar;308.998201415553;190.004958344771;NA;NA;2
Región de Antofagasta;NA;Titular94;Nombre94;Solar;1e-08;1e-08;NA;NA;5
Región de Antofagasta;NA;Titular95;Nombre95;Solar;1e-08;160.03213710649;NA;NA;2
Región de Antofagasta;NA;Titular96;Nombre96;Solar;1e-08;184.579170362029;NA;NA;2
Región de Antofagasta;NA;Titular97;Nombre97;Solar;1272.60022424027;16.0272567702145;NA;NA;2
Región de Antofagasta;NA;Titular98;Nombre98;Solar;1e-08;1e-08;NA;NA;5
Región de Antofagasta;NA;Titular99;Nombre99;Solar;44.380873136022;939.430602444005;NA;NA;5
Región de Antofagasta;NA;Titular100;Nombre100;Solar;1e-08;455.450011564405;NA;NA;3
Región de Antofagasta;NA;Titular101;Nombre101;Solar;402.403508095622;413.559053513963;NA;NA;2
Región de Antofagasta;NA;Titular102;Nombre102;Solar;1e-08;1e-08;NA;NA;3
Región de Antofagasta;NA;Titular103;Nombre103;Solar;1e-08;314.118800640406;NA;NA;4
Región de Antofagasta;NA;Titular104;Nombre104;Solar;894.575462919307;1e-08;NA;NA;3
Región de Antofagasta;NA;Titular105;Nombre105;Solar;687.997411322212;179.816591471902;NA;NA;2
Región de Antofagasta;NA;Titular106;Nombre106;Solar;289.80986045362;1e-08;NA;NA;2
Región de Antofagasta;NA;Titular107;Nombre107;Solar;902.191815563029;400.829345763983;NA;NA;5
Región de Antofagasta;NA;Titular108;Nombre108;Solar;63.6918788170945;293.652365290266;NA;NA;5
Región de Antofagasta;NA;Titular109;Nombre109;Solar;1e-08;1e-08;NA;NA;5
Región de Antofagasta;NA;Titular110;Nombre110;Solar;1e-08;1e-08;NA;NA;3
Región de Antofagasta;NA;Titular111;Nombre111;Solar;1e-08;222.922017891933;NA;NA;5
Región de Antofagasta;NA;Titular112;Nombre112;Solar;1e-08;674.470427375553;NA;NA;3
Región de Antofagasta;NA;Titular113;Nombre113;Solar;787.805595582806;219.242761641139;NA;NA;2
Región de Antofagasta;NA;Titular114;Nombre114;Solar;4760.27842887557;630.312411229374;NA;NA;4
Región de Antofagasta;NA;Titular115;Nombre115;Solar;1e-08;30.0659789981879;NA;NA;3
Región de Antofagasta;NA;Titular116;Nombre116;Solar;479.507825660625;99.8706296039244;NA;NA;3
Región de Antofagasta;NA;Titular117;Nombre117;Solar;1e-08;28.9969283809562;NA;NA;3
Región de Antofagasta;NA;Titular118;Nombre118;Solar;1276.15632558841;27.0761514515833;NA;NA;4
Región de Antofagasta;NA;Titular119;Nombre119;Solar;1352.4065909879;277.703468964849;NA;NA;5
Región de Antofagasta;NA;Titular120;Nombre120;Solar;1e-08;1e-08;NA;NA;5
Región de Antofagasta;NA;Titular121;Nombre121;Solar;489.55637410026;359.330488331756;NA;NA;4
Región de Antofagasta;NA;Titular122;Nombre122;Solar;1251.35555678708;223.40086565751;NA;NA;3
Región de Antofagasta;NA;Titular123;Nombre123;Solar;800.785475087965;350.310753530692;NA;NA;2
Región de Antofagasta;NA;Titular124;Nombre124;Solar;1e-08;68.1101727587194;NA;NA;5
Región de Antofagasta;NA;Titular125;Nombre125;Solar;729.383625101464;236.219299791003;NA;NA;5
Región de Antofagasta;NA;Titular126;Nombre126;Solar;1e-08;1e-08;NA;NA;4
Región de Antofagasta;NA;Titular127;Nombre127;Solar;1e-08;1.74353229145262;NA;NA;2
Región de Antofagasta;NA;Titular128;Nombre128;Solar;1e-08;426.248284463884;NA;NA;5
Región de Antofagasta;NA;Titular129;Nombre129;Solar;1e-08;1e-08;NA;NA;4
Región de Antofagasta;NA;Titular130;Nombre130;Solar;103.806822520191;775.712388039342;NA;NA;4
Región de Antofagasta;NA;Titular131;Nombre131;Solar;274.015914323514;1e-08;NA;NA;4
Región de Antofagasta;NA;Titular132;Nombre132;Solar;109.299694258999;202.149658576485;NA;NA;2
Región de Antofagasta;NA;Titular133;Nombre133;Solar;573.635173633031;12.5546424872115;NA;NA;5
Región de Antofagasta;NA;Titular134;Nombre134;Solar;172.777815915502;1e-08;NA;NA;3
Región de Antofagasta;NA;Titular135;Nombre135;Solar;4441.55359755332;748.144240064992;NA;NA;2
Región de Antofagasta;NA;Titular136;Nombre136;Solar;1295.43787241813;213.352391570176;NA;NA;3
Región de Antofagasta;NA;Titular137;Nombre137;Solar;2674.33424270812;962.656191047913;NA;NA;5
Región de Antofagasta;NA;Titular138;Nombre138;Solar;841.304781454388;184.837014668207;NA;NA;3
Región de Antofagasta;NA;Titular139;Nombre139;Solar;480.021097415046;188.58295226033;NA;NA;2
Región de Antofagasta;NA;Titular140;Nombre140;Solar;1e-08;1e-08;NA;NA;5
Región de Antofagasta;NA;Titular141;Nombre141;Solar;60.6544929866453;255.691531676867;NA;NA;4
Región de Antofagasta;NA;Titular142;Nombre142;Solar;469.049538480644;394.734552384637;NA;NA;2
Región de Antofagasta;NA;Titular143;Nombre143;Solar;606.831828480476;1071.77161331106;NA;NA;2
Región de Antofagasta;NA;Titular144;Nombre144;Solar;1e-08;1e-08;NA;NA;3
Región de Antofagasta;NA;Titular145;Nombre145;Solar;1114.43694833926;424.292427502062;NA;NA;2
Región de Antofagasta;NA;Titular146;Nombre146;Solar;34.8175326907496;1e-08;NA;NA;5
Región de Antofagasta;NA;Titular147;Nombre147;Solar;1589.65881886604;208.825146189556;NA;NA;2
Región de Antofagasta;NA;Titular148;Nombre148;Solar;1e-08;65.6836212811493;NA;NA;2
Región de Antofagasta;NA;Titular149;Nombre149;Solar;287.632089465998;241.129788963561;NA;NA;3
Región de Antofagasta;NA;Titular150;Nombre150;Solar;3746.50637050004;606.665282247965;NA;NA;2
Región de Antofagasta;NA;Titular151;Nombre151;Solar;1015.01341374836;568.069343482145;NA;NA;5
Región de Antofagasta;NA;Titular152;Nombre152;Solar;33.5190307452531;1e-08;NA;NA;3
Región de Antofagasta;NA;Titular153;Nombre153;Solar;1e-08;1e-08;NA;NA;2
Región de Antofagasta;NA;Titular154;Nombre154;Solar;1e-08;260.65522738682;NA;NA;4
Región de Antofagasta;NA;Titular155;Nombre155;Solar;3792.1623773952;908.446451811053;NA;NA;3
Región de Antofagasta;NA;Titular156;Nombre156;Solar;3206.76702105386;1187.39760989364;NA;NA;2
Región de Antofagasta;NA;Titular157;Nombre157;Solar;612.646800920195;447.27887273328;NA;NA;4
Región de Antofagasta;NA;Titular158;Nombre158;Solar;788.945884131039;810.141227824274;NA;NA;3
Región de Antofagasta;NA;Titular159;Nombre159;Solar;1393.21390138832;281.368447320937;NA;NA;4
Región de Antofagasta;NA;Titular160;Nombre160;Solar;1e-08;1e-08;NA;NA;3
Región de Antofagasta;NA;Titular161;Nombre161;Solar;1021.69876283792;373.863981946245;NA;NA;3
Región de Antofagasta;NA;Titular162;Nombre162;Solar;963.156112653605;308.865844419425;NA;NA;4
Región de Antofagasta;NA;Titular163;Nombre163;Solar;1e-08;60.4603355619511;NA;NA;4
Región de Antofagasta;NA;Titular164;Nombre164;Solar;26.3657810169725;306.854770624087;NA;NA;5
Región de Antofagasta;NA;Titular165;Nombre165;Solar;586.177496509306;209.317686946499;NA;NA;3
Región de Antofagasta;NA;Titular166;Nombre166;Solar;1294.44962446196;804.406858768069;NA;NA;5
Región de Antofagasta;NA;Titular167;Nombre167;Solar;643.764904277746;1e-08;NA;NA;3
Región de Antofagasta;NA;Titular168;Nombre168;Solar;1e-08;383.169307582427;NA;NA;3
Región de Antofagasta;NA;Titular169;Nombre169;Solar;60.2946213930483;1e-08;NA;NA;5
Región de Antofagasta;NA;Titular170;Nombre170;Solar;5027.39175937602;972.838228957238;NA;NA;2
Región de Antofagasta;NA;Titular171;Nombre171;Solar;1e-08;79.3928701384531;NA;NA;4
Región de Antofagasta;NA;Titular172;Nombre172;Solar;551.060392059431;294.16105019645;NA;NA;5
Región de Antofagasta;NA;Titular173;Nombre173;Solar;1e-08;1e-08;NA;NA;4
Región de Antofagasta;NA;Titular174;Nombre174;Solar;1e-08;326.625296636371;NA;NA;4
Región de Antofagasta;NA;Titular175;Nombre175;Solar;973.392301649115;405.044882756242;NA;NA;3
Región de Antofagasta;NA;Titular176;Nombre176;Solar;1088.73382403115;1e-08;NA;NA;4
Región de Antofagasta;NA;Titular177;Nombre177;Solar;1040.49931082196;393.443302080165;NA;NA;2
Región de Antofagasta;NA;Titular178;Nombre178;Solar;785.512272792382;415.268625991984;NA;NA;5
Región de Antofagasta;NA;Titular179;Nombre179;Solar;1123.92402453973;207.809079499951;NA;NA;2
Región de Antofagasta;NA;Titular180;Nombre180;Solar;183.257544751834;144.476380838171;NA;NA;4
Región de Antofagasta;NA;Titular181;Nombre181;Solar;1e-08;377.879458202236;NA;NA;3
Región de Antofagasta;NA;Titular182;Nombre182;Solar;1e-08;216.005016894194;NA;NA;3
Región de Antofagasta;NA;Titular183;Nombre183;Solar;1362.85863870501;95.9747411195267;NA;NA;2
Región de Antofagasta;NA;Titular184;Nombre184;Solar;973.786845249417;379.994048806493;NA;NA;3
Región de Antofagasta;NA;Titular185;Nombre185;Solar;1190.90280300141;1e-08;NA;NA;4
Región de Antofagasta;NA;Titular186;Nombre186;Solar;98.101008644191;776.735483493716;NA;NA;2
Región de Antofagasta;NA;Titular187;Nombre187;Solar;1160.54395812035;196.217927978785;NA;NA;2
Región de Antofagasta;NA;Titular188;Nombre188;Solar;734.992078768649;212.91381571194;NA;NA;4
Región de Antofagasta;NA;Titular189;Nombre189;Solar;1025.4436513565;182.637905518597;NA;NA;3
Región de Antofagasta;NA;Titular190;Nombre190;Solar;822.971294330046;1e-08;NA;NA;5
Región de Antofagasta;NA;Titular191;Nombre191;Solar;390.818757026353;299.195338496117;NA;NA;3
Región de Antofagasta;NA;Titular192;Nombre192;Solar;1e-08;241.832100170352;NA;NA;3
Región de Antofagasta;NA;Titular193;Nombre193;Solar;12.1447664352795;294.065546780116;NA;NA;5
Región de Antofagasta;NA;Titular194;Nombre194;Solar;1e-08;56.9030951370634;NA;NA;3
Región de Antofagasta;NA;Titular195;Nombre195;Solar;180.344072759078;194.613680744131;NA;NA;4
Región de Antofagasta;NA;Titular196;Nombre196;Solar;662.513203087799;1e-08;NA;NA;4
Región de Antofagasta;NA;Titular197;Nombre197;Solar;941.014553272725;561.361270806793;NA;NA;3
Región de Antofagasta;NA;Titular198;Nombre198;Solar;438.889194419584;126.83962774869;NA;NA;4
Región de Antofagasta;NA;Titular199;Nombre199;Solar;1e-08;1e-08;NA;NA;3
Región de Antofagasta;NA;Titular200;Nombre200;Solar;2355.65478893885;721.065928259405;NA;NA;5
Región de Antofagasta;NA;Titular201;Nombre201;Solar;719.209058372793;389.568431175276;NA;NA;5
Región de Antofagasta;NA;Titular202;Nombre202;Solar;561.725080421041;246.846488010064;NA;NA;2
Región de Antofagasta;NA;Titular203;Nombre203;Solar;42.6645382506676;236.875767246737;NA;NA;4
Región de Antofagasta;NA;Titular204;Nombre204;Solar;1e-08;370.032048993954;NA;NA;4
Región de Antofagasta;NA;Titular205;Nombre205;Solar;849.237274796904;1e-08;NA;NA;3
Región de Antofagasta;NA;Titular206;Nombre206;Solar;1e-08;1e-08;NA;NA;5
Región de Antofagasta;NA;Titular207;Nombre207;Solar;1e-08;495.085200328825;NA;NA;2
Región de Antofagasta;NA;Titular208;Nombre208;Solar;2096.03206819924;404.060115391707;NA;NA;2
Región de Antofagasta;NA;Titular209;Nombre209;Solar;1e-08;1e-08;NA;NA;5
Región de Antofagasta;NA;Titular210;Nombre210;Solar;1e-08;1e-08;NA;NA;4
Región de Antofagasta;NA;Titular211;Nombre211;Solar;1e-08;139.940493168038;NA;NA;4
Región de Antofagasta;NA;Titular212;Nombre212;Solar;1e-08;1e-08;NA;NA;3
Región de Antofagasta;NA;Titular213;Nombre213;Solar;1e-08;145.782845528672;NA;NA;2
Región de Antofagasta;NA;Titular214;Nombre214;Solar;321.484083739197;337.202177314698;NA;NA;2
Región de Antofagasta;NA;Titular215;Nombre215;Solar;586.230457578928;308.819201694787;NA;NA;3
Región de Antofagasta;NA;Titular216;Nombre216;Solar;5.42388361326039;1e-08;NA;NA;3
Región de Antofagasta;NA;Titular217;Nombre217;Solar;757.740442539371;481.530794735404;NA;NA;4
Región de Antofagasta;NA;Titular218;Nombre218;Solar;152.554776670523;1e-08;NA;NA;3
Región de Antofagasta;NA;Titular219;Nombre219;Solar;1026.59685492481;340.032488846028;NA;NA;5
Región de Antofagasta;NA;Titular220;Nombre220;Solar;922.118363951741;571.419286526961;NA;NA;4
Región de Antofagasta;NA;Titular221;Nombre221;Solar;752.504600745132;249.634470590164;NA;NA;4
Región de Antofagasta;NA;Titular222;Nombre222;Solar;2834.12483582841;711.137446415769;NA;NA;3
Región de Antofagasta;NA;Titular223;Nombre223;Solar;684.397921941174;1e-08;NA;NA;3
Región de Antofagasta;NA;Titular224;Nombre224;Solar;114.4184902331;1e-08;NA;NA;5
Región de Antofagasta;NA;Titular225;Nombre225;Solar;935.85802047373;111.633956211985;NA;NA;3
Región de Antofagasta;NA;Titular226;Nombre226;Solar;296.40422141715;514.548846540791;NA;NA;4
Región de Antofagasta;NA;Titular227;Nombre227;Solar;1e-08;1e-08;NA;NA;4
Región de Antofagasta;NA;Titular228;Nombre228;Solar;1e-08;24.7802027001636;NA;NA;4
Región de Antofagasta;NA;Titular229;Nombre229;Solar;2328.35881119488;945.051068387184;NA;NA;5
Región de Antofagasta;NA;Titular230;Nombre230;Solar;1e-08;391.647597503308;NA;NA;5
Región de Antofagasta;NA;Titular231;Nombre231;Solar;735.570205384455;98.7653409099526;NA;NA;3
Región de Antofagasta;NA;Titular232;Nombre232;Solar;1145.82800435123;1e-08;NA;NA;2
Región de Antofagasta;NA;Titular233;Nombre233;Solar;1e-08;140.565415043799;NA;NA;2
Región de Antofagasta;NA;Titular234;Nombre234;Solar;1263.63285755823;1e-08;NA;NA;2
Región de Antofagasta;NA;Titular235;Nombre235;Solar;31.3987026274625;238.424682014413;NA;NA;3
Región de Antofagasta;NA;Titular236;Nombre236;Solar;35.326958410016;1e-08;NA;NA;2
Región de Antofagasta;NA;Titular237;Nombre237;Solar;1e-08;1e-08;NA;NA;4
Región de Antofagasta;NA;Titular238;Nombre238;Solar;1e-08;382.088832311116;NA;NA;5
Región de Antofagasta;NA;Titular239;Nombre239;Solar;988.556319918217;364.436972816173;NA;NA;3
Región de Antofagasta;NA;Titular240;Nombre240;Solar;136.024131295928;246.822060893486;NA;NA;5
Región de Antofagasta;NA;Titular241;Nombre241;Solar;2704.35975192404;715.416567335023;NA;NA;2
Región de Antofagasta;NA;Titular242;Nombre242;Solar;1e-08;1e-08;NA;NA;3
Región de Antofagasta;NA;Titular243;Nombre243;Solar;1e-08;1e-08;NA;NA;2
Región de Antofagasta;NA;Titular244;Nombre244;Solar;839.434430637296;1e-08;NA;NA;3
Región de Antofagasta;NA;Titular245;Nombre245;Solar;1188.74633345258;102.058688695044;NA;NA;5
Región de Antofagasta;NA;Titular246;Nombre246;Solar;853.858586138709;1e-08;NA;NA;2
Región de Antofagasta;NA;Titular247;Nombre247;Solar;1e-08;1e-08;NA;NA;2
Región de Antofagasta;NA;Titular248;Nombre248;Solar;1e-08;317.529655958558;NA;NA;3
Región de Antofagasta;NA;Titular249;Nombre249;Solar;1e-08;289.102892714439;NA;NA;3
Región de Antofagasta;NA;Titular250;Nombre250;Solar;370.206575207452;1e-08;NA;NA;3
Región de Antofagasta;NA;Titular251;Nombre251;Solar;1040.35504642767;1e-08;NA;NA;4
Región de Antofagasta;NA;Titular252;Nombre252;Solar;1e-08;327.076304432237;NA;NA;5
Región de Antofagasta;NA;Titular253;Nombre253;Solar;897.737259707926;419.589085032716;NA;NA;2
Región de Antofagasta;NA;Titular254;Nombre254;Solar;797.37335197058;794.887001096746;NA;NA;3
Región de Antofagasta;NA;Titular255;Nombre255;Solar;442.606187764369;1e-08;NA;NA;3
Región de Antofagasta;NA;Titular256;Nombre256;Solar;721.701364712043;112.872775394845;NA;NA;4
Región de Antofagasta;NA;Titular257;Nombre257;Solar;422.583224826293;378.198227002302;NA;NA;5
Región de Antofagasta;NA;Titular258;Nombre258;Solar;101.169628685227;220.3277173047;NA;NA;2
Región de Antofagasta;NA;Titular259;Nombre259;Solar;1e-08;21.8015366304256;NA;NA;2
Región de Antofagasta;NA;Titular260;Nombre260;Solar;70.6570109443879;5.20009226994544;NA;NA;3
Región de Arica y Parinacota;NA;Titular261;Nombre261;Solar;53.4244280233206;225.563395412118;NA;NA;3
Región de Arica y Parinacota;NA;Titular262;Nombre262;Solar;151.173670142275;358.912125132042;NA;NA;5
Región de Arica y Parinacota;NA;Titular263;Nombre263;Solar;123.682816651406;525.453922020963;NA;NA;3
Región de Arica y Parinacota;NA;Titular264;Nombre264;Solar;101.894483753313;1e-08;NA;NA;3
Región de Arica y Parinacota;NA;Titular265;Nombre265;Solar;76.4387686764762;1e-08;NA;NA;4
Región de Arica y Parinacota;NA;Titular266;Nombre266;Solar;1e-08;1e-08;NA;NA;3
Región de Arica y Parinacota;NA;Titular267;Nombre267;Solar;100.816611190784;215.816686560685;NA;NA;5
Región de Arica y Parinacota;NA;Titular268;Nombre268;Solar;117.732236835547;54.0533822717327;NA;NA;5
Región de Arica y Parinacota;NA;Titular269;Nombre269;Solar;37.4056443804216;1e-08;NA;NA;3
Región de Arica y Parinacota;NA;Titular270;Nombre270;Solar;1e-08;177.58613329818;NA;NA;5
Región de Arica y Parinacota;NA;Titular271;Nombre271;Solar;144.444423423471;220.043650342744;NA;NA;4
Región de Arica y Parinacota;NA;Titular272;Nombre272;Solar;1e-08;64.9199580931341;NA;NA;3
Región de Arica y Parinacota;NA;Titular273;Nombre273;Solar;1e-08;106.954404011643;NA;NA;5
Región de Arica y Parinacota;NA;Titular274;Nombre274;Solar;131.18390928998;127.384187775855;NA;NA;5
