Region;Comuna;Titular;Nombre;Tecnologia;Inversion_MMUS;Capacidad_MW;Latitud;Longitud;Plazo
Región de Antofagasta;NA;Titular31;Nombre31;Eólica;200;162;NA;NA;12
Región de Antofagasta;NA;Titular32;Nombre32;Eólica;200;162;NA;NA;11
Región de Antofagasta;NA;Titular33;Nombre33;Eólica;200;162;NA;NA;8
Región de Antofagasta;NA;Titular34;Nombre34;Eólica;671.7;462;NA;NA;10
Región de Antofagasta;NA;Titular35;Nombre35;Eólica;645;336;NA;NA;10
Región de Antofagasta;NA;Titular36;Nombre36;Eólica;700;980;NA;NA;15
Región de Antofagasta;NA;Titular37;Nombre37;Eólica;246;204.6;NA;NA;13
Región de Antofagasta;NA;Titular38;Nombre38;Eólica;200;162;NA;NA;14
Región de Antofagasta;NA;Titular39;Nombre39;Eólica;671.7;462;NA;NA;16
Región de Antofagasta;NA;Titular40;Nombre40;Eólica;700;980;NA;NA;8
Región de Antofagasta;NA;Titular41;Nombre41;Eólica-Solar;750;539;NA;NA;9
Región de Antofagasta;NA;Titular42;Nombre42;Eólica-Solar;800;392;NA;NA;15
Región de Antofagasta;NA;Titular43;Nombre43;Eólica-Solar;874;1294.71;NA;NA;15
Región de Antofagasta;NA;Titular44;Nombre44;Eólica-Solar;750;862.5;NA;NA;12
Región de Antofagasta;NA;Titular45;Nombre45;Eólica-Solar;800;392;NA;NA;9
Región de Antofagasta;NA;Titular46;Nombre46;Eólica-Solar;800;392;NA;NA;11
Región de Antofagasta;NA;Titular47;Nombre47;Eólica-Solar;750;539;NA;NA;9
Región de Antofagasta;NA;Titular48;Nombre48;Eólica-Solar;407;364;NA;NA;11
Región de Antofagasta;NA;Titular49;Nombre49;Eólica-Solar;623.9;614;NA;NA;12
Región de Antofagasta;NA;Titular50;Nombre50;Eólica-Solar;407;364;NA;NA;10
Región de Antofagasta;NA;Titular51;Nombre51;Eólica-Solar;874;1294.71;NA;NA;15
Región de Antofagasta;NA;Titular52;Nombre52;Eólica-Solar;750;539;NA;NA;15
Región de Antofagasta;NA;Titular53;Nombre53;Eólica-Solar;623.9;614;NA;NA;14
Región de Antofagasta;NA;Titular54;Nombre54;Eólica-Solar;800;392;NA;NA;8
Región de Antofagasta;NA;Titular55;Nombre55;Eólica-Solar;874;1294.71;NA;NA;11
Región de Antofagasta;NA;Titular56;Nombre56;Eólica-Solar;623.9;614;NA;NA;14
Región de Antofagasta;NA;Titular57;Nombre57;Eólica-Solar;407;364;NA;NA;8
Región de Antofagasta;NA;Titular58;Nombre58;Geotérmica;200;35;NA;NA;NA
Región de Antofagasta;NA;Titular59;Nombre59;Geotérmica;200;35;NA;NA;NA
Región de Antofagasta;NA;Titular60;Nombre60;Geotérmica;200;35;NA;NA;NA
Región de Antofagasta;NA;Titular61;Nombre61;Hidro;1400;800;NA;NA;4
Región de Antofagasta;NA;Titular62;Nombre62;Hidro;1400;800;NA;NA;2
Región de Antofagasta;NA;Titular63;Nombre63;Solar;532.5;550;NA;NA;5
Región de Antofagasta;NA;Titular64;Nombre64;Solar;1800;690;NA;NA;4
Región de Antofagasta;NA;Titular65;Nombre65;Solar;170;227.46;NA;NA;2
Región de Antofagasta;NA;Titular66;Nombre66;Solar;11.5;10.725;NA;NA;5
Región de Antofagasta;NA;Titular67;Nombre67;Solar;12;11.3;NA;NA;5
Región de Antofagasta;NA;Titular68;Nombre68;Solar;15;9;NA;NA;2
Región de Antofagasta;NA;Titular69;Nombre69;Solar;12;11.3;NA;NA;5
Región de Antofagasta;NA;Titular70;Nombre70;Solar;170;227.46;NA;NA;4
Región de Antofagasta;NA;Titular71;Nombre71;Solar;710;379;NA;NA;5
Región de Antofagasta;NA;Titular72;Nombre72;Solar;12;11.92;NA;NA;4
Región de Antofagasta;NA;Titular73;Nombre73;Solar;9.9;10.83;NA;NA;2
Región de Antofagasta;NA;Titular74;Nombre74;Solar;360;750;NA;NA;2
Región de Antofagasta;NA;Titular75;Nombre75;Solar;12;9;NA;NA;4
Región de Antofagasta;NA;Titular76;Nombre76;Solar;11.5;9;NA;NA;2
Región de Antofagasta;NA;Titular77;Nombre77;Solar;12;11.92;NA;NA;2
Región de Antofagasta;NA;Titular78;Nombre78;Solar;13.5;10.82;NA;NA;4
Región de Antofagasta;NA;Titular79;Nombre79;Solar;12;9.97;NA;NA;5
Región de Antofagasta;NA;Titular80;Nombre80;Solar;4000;1007;NA;NA;4
Región de Antofagasta;NA;Titular81;Nombre81;Solar;450;726;NA;NA;5
Región de Antofagasta;NA;Titular82;Nombre82;Solar;12;9.97;NA;NA;4
Región de Antofagasta;NA;Titular83;Nombre83;Solar;532.5;550;NA;NA;5
Región de Antofagasta;NA;Titular84;Nombre84;Solar;13.5;10.79;NA;NA;4
Región de Antofagasta;NA;Titular85;Nombre85;Solar;110;112.58;NA;NA;3
Región de Antofagasta;NA;Titular86;Nombre86;Solar;9.9;10.89;NA;NA;4
Región de Antofagasta;NA;Titular87;Nombre87;Solar;14;9;NA;NA;2
Región de Antofagasta;NA;Titular88;Nombre88;Solar;13.5;10.75;NA;NA;5
Región de Antofagasta;NA;Titular89;Nombre89;Solar;11.5;9;NA;NA;5
Región de Antofagasta;NA;Titular90;Nombre90;Solar;12;12;NA;NA;2
Región de Antofagasta;NA;Titular91;Nombre91;Solar;9.5;12.5;NA;NA;4
Región de Antofagasta;NA;Titular92;Nombre92;Solar;12;10.75;NA;NA;2
Región de Antofagasta;NA;Titular93;Nombre93;Solar;11.5;10.725;NA;NA;5
Región de Antofagasta;NA;Titular94;Nombre94;Solar;4000;1009.28;NA;NA;3
Región de Antofagasta;NA;Titular95;Nombre95;Solar;280;471.29;NA;NA;4
Región de Antofagasta;NA;Titular96;Nombre96;Solar;496;671;NA;NA;3
Región de Antofagasta;NA;Titular97;Nombre97;Solar;15;9;NA;NA;2
Región de Antofagasta;NA;Titular98;Nombre98;Solar;280;471.29;NA;NA;5
Región de Antofagasta;NA;Titular99;Nombre99;Solar;15;9;NA;NA;2
Región de Antofagasta;NA;Titular100;Nombre100;Solar;9.5;12.5;NA;NA;2
Región de Antofagasta;NA;Titular101;Nombre101;Solar;200;262.68;NA;NA;3
Región de Antofagasta;NA;Titular102;Nombre102;Solar;12;12;NA;NA;3
Región de Antofagasta;NA;Titular103;Nombre103;Solar;12;9.97;NA;NA;4
Región de Antofagasta;NA;Titular104;Nombre104;Solar;13.5;10.79;NA;NA;2
Región de Antofagasta;NA;Titular105;Nombre105;Solar;350;317;NA;NA;3
Región de Antofagasta;NA;Titular106;Nombre106;Solar;12;12;NA;NA;2
Región de Antofagasta;NA;Titular107;Nombre107;Solar;170;188;NA;NA;4
Región de Antofagasta;NA;Titular108;Nombre108;Solar;12;9.9;NA;NA;3
Región de Antofagasta;NA;Titular109;Nombre109;Solar;450;489;NA;NA;3
Región de Antofagasta;NA;Titular110;Nombre110;Solar;450;489;NA;NA;3
Región de Antofagasta;NA;Titular111;Nombre111;Solar;101;122.4;NA;NA;2
Región de Antofagasta;NA;Titular112;Nombre112;Solar;90;126;NA;NA;4
Región de Antofagasta;NA;Titular113;Nombre113;Solar;170;227.46;NA;NA;3
Región de Antofagasta;NA;Titular114;Nombre114;Solar;13;14.8;NA;NA;3
Región de Antofagasta;NA;Titular115;Nombre115;Solar;2789.1;1009;NA;NA;3
Región de Antofagasta;NA;Titular116;Nombre116;Solar;13.5;10.79;NA;NA;5
Región de Antofagasta;NA;Titular117;Nombre117;Solar;12;11.92;NA;NA;5
Región de Antofagasta;NA;Titular118;Nombre118;Solar;11.5;9;NA;NA;2
Región de Antofagasta;NA;Titular119;Nombre119;Solar;13.5;10.79;NA;NA;5
Región de Antofagasta;NA;Titular120;Nombre120;Solar;15;9;NA;NA;5
Región de Antofagasta;NA;Titular121;Nombre121;Solar;10.2;9;NA;NA;2
Región de Antofagasta;NA;Titular122;Nombre122;Solar;110;112.58;NA;NA;5
Región de Antofagasta;NA;Titular123;Nombre123;Solar;10.2;9;NA;NA;5
Región de Antofagasta;NA;Titular124;Nombre124;Solar;10;12;NA;NA;5
Región de Antofagasta;NA;Titular125;Nombre125;Solar;360;750;NA;NA;2
Región de Antofagasta;NA;Titular126;Nombre126;Solar;12;12.37;NA;NA;4
Región de Antofagasta;NA;Titular127;Nombre127;Solar;110;112.58;NA;NA;4
Región de Antofagasta;NA;Titular128;Nombre128;Solar;14;9;NA;NA;3
Región de Antofagasta;NA;Titular129;Nombre129;Solar;13.5;10.75;NA;NA;3
Región de Antofagasta;NA;Titular130;Nombre130;Solar;12;13.9;NA;NA;2
Región de Antofagasta;NA;Titular131;Nombre131;Solar;11.5;10.725;NA;NA;3
Región de Antofagasta;NA;Titular132;Nombre132;Solar;400;404;NA;NA;5
Región de Antofagasta;NA;Titular133;Nombre133;Solar;12;12.37;NA;NA;3
Región de Antofagasta;NA;Titular134;Nombre134;Solar;450;489;NA;NA;4
Región de Antofagasta;NA;Titular135;Nombre135;Solar;120;167.37;NA;NA;4
Región de Antofagasta;NA;Titular136;Nombre136;Solar;788;788;NA;NA;3
Región de Antofagasta;NA;Titular137;Nombre137;Solar;12;9.9;NA;NA;5
Región de Antofagasta;NA;Titular138;Nombre138;Solar;9.5;12.5;NA;NA;2
Región de Antofagasta;NA;Titular139;Nombre139;Solar;10.2;9;NA;NA;2
Región de Antofagasta;NA;Titular140;Nombre140;Solar;143;200;NA;NA;5
Región de Antofagasta;NA;Titular141;Nombre141;Solar;12;9;NA;NA;4
Región de Antofagasta;NA;Titular142;Nombre142;Solar;12;12;NA;NA;4
Región de Antofagasta;NA;Titular143;Nombre143;Solar;400;404;NA;NA;3
Región de Antofagasta;NA;Titular144;Nombre144;Solar;450;726;NA;NA;2
Región de Antofagasta;NA;Titular145;Nombre145;Solar;248;248;NA;NA;5
Región de Antofagasta;NA;Titular146;Nombre146;Solar;11.5;9;NA;NA;2
Región de Antofagasta;NA;Titular147;Nombre147;Solar;150;142;NA;NA;3
Región de Antofagasta;NA;Titular148;Nombre148;Solar;110;112.58;NA;NA;2
Región de Antofagasta;NA;Titular149;Nombre149;Solar;43;64.14;NA;NA;2
Región de Antofagasta;NA;Titular150;Nombre150;Solar;12;9;NA;NA;3
Región de Antofagasta;NA;Titular151;Nombre151;Solar;28;9;NA;NA;4
Región de Antofagasta;NA;Titular152;Nombre152;Solar;12;11.3;NA;NA;3
Región de Antofagasta;NA;Titular153;Nombre153;Solar;10;15.25;NA;NA;5
Región de Antofagasta;NA;Titular154;Nombre154;Solar;9.5;12.5;NA;NA;3
Región de Antofagasta;NA;Titular155;Nombre155;Solar;90;91.85;NA;NA;5
Región de Antofagasta;NA;Titular156;Nombre156;Solar;360;750;NA;NA;5
Región de Antofagasta;NA;Titular157;Nombre157;Solar;12;10.016;NA;NA;2
Región de Antofagasta;NA;Titular158;Nombre158;Solar;60;140.049;NA;NA;4
Región de Antofagasta;NA;Titular159;Nombre159;Solar;12;12.5;NA;NA;3
Región de Antofagasta;NA;Titular160;Nombre160;Solar;13.5;10.82;NA;NA;4
Región de Antofagasta;NA;Titular161;Nombre161;Solar;10.2;9;NA;NA;3
Región de Antofagasta;NA;Titular162;Nombre162;Solar;12;9.9;NA;NA;5
Región de Antofagasta;NA;Titular163;Nombre163;Solar;60;140.049;NA;NA;5
Región de Antofagasta;NA;Titular164;Nombre164;Solar;2500;600;NA;NA;2
Región de Antofagasta;NA;Titular165;Nombre165;Solar;12;9;NA;NA;2
Región de Antofagasta;NA;Titular166;Nombre166;Solar;12;10.016;NA;NA;3
Región de Antofagasta;NA;Titular167;Nombre167;Solar;13.5;10.79;NA;NA;2
Región de Antofagasta;NA;Titular168;Nombre168;Solar;450;726;NA;NA;2
Región de Antofagasta;NA;Titular169;Nombre169;Solar;12;13.9;NA;NA;4
Región de Antofagasta;NA;Titular170;Nombre170;Solar;13.5;10.79;NA;NA;4
Región de Antofagasta;NA;Titular171;Nombre171;Solar;496;671;NA;NA;2
Región de Antofagasta;NA;Titular172;Nombre172;Solar;143;200;NA;NA;5
Región de Antofagasta;NA;Titular173;Nombre173;Solar;13.5;10.752;NA;NA;2
Región de Antofagasta;NA;Titular174;Nombre174;Solar;225;251.37;NA;NA;2
Región de Antofagasta;NA;Titular175;Nombre175;Solar;110;112.58;NA;NA;2
Región de Antofagasta;NA;Titular176;Nombre176;Solar;200;262.68;NA;NA;4
Región de Antofagasta;NA;Titular177;Nombre177;Solar;170;188;NA;NA;5
Región de Antofagasta;NA;Titular178;Nombre178;Solar;13.5;10.79;NA;NA;5
Región de Antofagasta;NA;Titular179;Nombre179;Solar;13.5;10.79;NA;NA;3
Región de Antofagasta;NA;Titular180;Nombre180;Solar;1800;690;NA;NA;2
Región de Antofagasta;NA;Titular181;Nombre181;Solar;450;726;NA;NA;4
Región de Antofagasta;NA;Titular182;Nombre182;Solar;58;75.41;NA;NA;4
Región de Antofagasta;NA;Titular183;Nombre183;Solar;9.5;12.5;NA;NA;2
Región de Antofagasta;NA;Titular184;Nombre184;Solar;9.5;12.5;NA;NA;5
Región de Antofagasta;NA;Titular185;Nombre185;Solar;532.5;550;NA;NA;5
Región de Antofagasta;NA;Titular186;Nombre186;Solar;90;126;NA;NA;4
Región de Antofagasta;NA;Titular187;Nombre187;Solar;2500;600;NA;NA;3
Región de Antofagasta;NA;Titular188;Nombre188;Solar;91;120.36;NA;NA;2
Región de Antofagasta;NA;Titular189;Nombre189;Solar;110;112.58;NA;NA;4
Región de Antofagasta;NA;Titular190;Nombre190;Solar;12;13.33;NA;NA;3
Región de Antofagasta;NA;Titular191;Nombre191;Solar;400;404;NA;NA;3
Región de Antofagasta;NA;Titular192;Nombre192;Solar;15;9;NA;NA;4
Región de Antofagasta;NA;Titular193;Nombre193;Solar;1800;690;NA;NA;3
Región de Antofagasta;NA;Titular194;Nombre194;Solar;58;75.41;NA;NA;5
Región de Antofagasta;NA;Titular195;Nombre195;Solar;15;9;NA;NA;5
Región de Antofagasta;NA;Titular196;Nombre196;Solar;28;9;NA;NA;4
Región de Antofagasta;NA;Titular197;Nombre197;Solar;450;726;NA;NA;4
Región de Antofagasta;NA;Titular198;Nombre198;Solar;9.5;12.5;NA;NA;2
Región de Antofagasta;NA;Titular199;Nombre199;Solar;120;167.37;NA;NA;2
Región de Antofagasta;NA;Titular200;Nombre200;Solar;90;91.85;NA;NA;5
Región de Antofagasta;NA;Titular201;Nombre201;Solar;13.5;10.79;NA;NA;4
Región de Antofagasta;NA;Titular202;Nombre202;Solar;13.5;10.79;NA;NA;5
Región de Antofagasta;NA;Titular203;Nombre203;Solar;12;9.9;NA;NA;4
Región de Antofagasta;NA;Titular204;Nombre204;Solar;10.2;9;NA;NA;2
Región de Antofagasta;NA;Titular205;Nombre205;Solar;400;404;NA;NA;3
Región de Antofagasta;NA;Titular206;Nombre206;Solar;170;227.46;NA;NA;2
Región de Antofagasta;NA;Titular207;Nombre207;Solar;10.2;9;NA;NA;3
Región de Antofagasta;NA;Titular208;Nombre208;Solar;12;9.9;NA;NA;4
Región de Antofagasta;NA;Titular209;Nombre209;Solar;200;155;NA;NA;2
Región de Antofagasta;NA;Titular210;Nombre210;Solar;13.5;10.79;NA;NA;3
Región de Antofagasta;NA;Titular211;Nombre211;Solar;10;15.25;NA;NA;4
Región de Antofagasta;NA;Titular212;Nombre212;Solar;12;10.75;NA;NA;2
Región de Antofagasta;NA;Titular213;Nombre213;Solar;360;750;NA;NA;5
Región de Antofagasta;NA;Titular214;Nombre214;Solar;11.5;9;NA;NA;3
Región de Antofagasta;NA;Titular215;Nombre215;Solar;15;9;NA;NA;5
Región de Antofagasta;NA;Titular216;Nombre216;Solar;12;11.92;NA;NA;5
Región de Antofagasta;NA;Titular217;Nombre217;Solar;12;12.37;NA;NA;2
Región de Antofagasta;NA;Titular218;Nombre218;Solar;2789.1;1009;NA;NA;5
Región de Antofagasta;NA;Titular219;Nombre219;Solar;13.5;10.82;NA;NA;4
Región de Antofagasta;NA;Titular220;Nombre220;Solar;11.5;10.725;NA;NA;5
Región de Antofagasta;NA;Titular221;Nombre221;Solar;170;188;NA;NA;4
Región de Antofagasta;NA;Titular222;Nombre222;Solar;13.5;10.752;NA;NA;2
Región de Antofagasta;NA;Titular223;Nombre223;Solar;11.5;9;NA;NA;5
Región de Antofagasta;NA;Titular224;Nombre224;Solar;60;140.049;NA;NA;2
Región de Antofagasta;NA;Titular225;Nombre225;Solar;140;200;NA;NA;5
Región de Antofagasta;NA;Titular226;Nombre226;Solar;4000;1007;NA;NA;3
Región de Antofagasta;NA;Titular227;Nombre227;Solar;12;12.37;NA;NA;2
Región de Antofagasta;NA;Titular228;Nombre228;Solar;10.2;9;NA;NA;4
Región de Antofagasta;NA;Titular229;Nombre229;Solar;225;251.37;NA;NA;3
Región de Antofagasta;NA;Titular230;Nombre230;Solar;10;12;NA;NA;4
Región de Antofagasta;NA;Titular231;Nombre231;Solar;12;12.37;NA;NA;5
Región de Antofagasta;NA;Titular232;Nombre232;Solar;13.5;10.79;NA;NA;3
Región de Antofagasta;NA;Titular233;Nombre233;Solar;300;257;NA;NA;3
Región de Antofagasta;NA;Titular234;Nombre234;Solar;710;379;NA;NA;3
Región de Antofagasta;NA;Titular235;Nombre235;Solar;12;13.9;NA;NA;4
Región de Antofagasta;NA;Titular236;Nombre236;Solar;10.2;9;NA;NA;3
Región de Antofagasta;NA;Titular237;Nombre237;Solar;15;9;NA;NA;4
Región de Antofagasta;NA;Titular238;Nombre238;Solar;10.2;9;NA;NA;2
Región de Antofagasta;NA;Titular239;Nombre239;Solar;13;14.8;NA;NA;5
Región de Antofagasta;NA;Titular240;Nombre240;Solar;496;671;NA;NA;5
Región de Antofagasta;NA;Titular241;Nombre241;Solar;13.5;10.79;NA;NA;4
Región de Antofagasta;NA;Titular242;Nombre242;Solar;10.2;9;NA;NA;2
Región de Antofagasta;NA;Titular243;Nombre243;Solar;15;9;NA;NA;2
Región de Antofagasta;NA;Titular244;Nombre244;Solar;10;15;NA;NA;2
Región de Antofagasta;NA;Titular245;Nombre245;Solar;12;12.5;NA;NA;3
Región de Antofagasta;NA;Titular246;Nombre246;Solar;12;12.5;NA;NA;4
Región de Antofagasta;NA;Titular247;Nombre247;Solar;12;13.9;NA;NA;4
Región de Antofagasta;NA;Titular248;Nombre248;Solar;400;404;NA;NA;3
Región de Antofagasta;NA;Titular249;Nombre249;Solar;13.5;10.75;NA;NA;4
Región de Antofagasta;NA;Titular250;Nombre250;Solar;12;12.5;NA;NA;2
Región de Antofagasta;NA;Titular251;Nombre251;Solar;10;15;NA;NA;3
Región de Antofagasta;NA;Titular252;Nombre252;Solar;14;9;NA;NA;4
Región de Antofagasta;NA;Titular253;Nombre253;Solar;2500;600;NA;NA;4
Región de Antofagasta;NA;Titular254;Nombre254;Solar;170;188;NA;NA;2
Región de Antofagasta;NA;Titular255;Nombre255;Solar;13.5;10.79;NA;NA;4
Región de Antofagasta;NA;Titular256;Nombre256;Solar;60;140.049;NA;NA;3
Región de Antofagasta;NA;Titular257;Nombre257;Solar;13.5;10.79;NA;NA;3
Región de Antofagasta;NA;Titular258;Nombre258;Solar;101;122.4;NA;NA;3
Región de Antofagasta;NA;Titular259;Nombre259;Solar;4000;1007;NA;NA;5
Región de Antofagasta;NA;Titular260;Nombre260;Solar;170;188;NA;NA;2
Región de Antofagasta;NA;Titular261;Nombre261;Solar;14;9;NA;NA;3
Región de Arica y Parinacota;NA;Titular262;Nombre262;Solar;9.5;12.5;NA;NA;3
Región de Arica y Parinacota;NA;Titular263;Nombre263;Solar;66;16.77;NA;NA;3
Región de Arica y Parinacota;NA;Titular264;Nombre264;Solar;10;9.644;NA;NA;3
Región de Arica y Parinacota;NA;Titular265;Nombre265;Solar;10;6.79;NA;NA;2
Región de Arica y Parinacota;NA;Titular266;Nombre266;Solar;9.5;12.5;NA;NA;3
Región de Arica y Parinacota;NA;Titular267;Nombre267;Solar;450;421.9;NA;NA;3
Región de Arica y Parinacota;NA;Titular268;Nombre268;Solar;10;6.79;NA;NA;5
Región de Arica y Parinacota;NA;Titular269;Nombre269;Solar;10;12.08;NA;NA;5
Región de Arica y Parinacota;NA;Titular270;Nombre270;Solar;10;12.08;NA;NA;3
Región de Arica y Parinacota;NA;Titular271;Nombre271;Solar;12;13.2;NA;NA;4
Región de Arica y Parinacota;NA;Titular272;Nombre272;Solar;10;6.79;NA;NA;2
Región de Arica y Parinacota;NA;Titular273;Nombre273;Solar;66;16.77;NA;NA;5
Región de Arica y Parinacota;NA;Titular274;Nombre274;Solar;12;13.8;NA;NA;2
Región de Arica y Parinacota;NA;Titular275;Nombre275;Solar;343;198.04;NA;NA;2
Región de Arica y Parinacota;NA;Titular276;Nombre276;Solar;10.7;10.52;NA;NA;5
Región de Arica y Parinacota;NA;Titular277;Nombre277;Solar;12;12.9;NA;NA;2
Región de Arica y Parinacota;NA;Titular278;Nombre278;Solar;10;9.644;NA;NA;4
Región de Arica y Parinacota;NA;Titular279;Nombre279;Solar;10;6.79;NA;NA;3
Región de Arica y Parinacota;NA;Titular280;Nombre280;Solar;210;358.7;NA;NA;2
Región de Arica y Parinacota;NA;Titular281;Nombre281;Solar;66;16.77;NA;NA;4
Región de Arica y Parinacota;NA;Titular282;Nombre282;Solar;10;12.08;NA;NA;5
Región de Arica y Parinacota;NA;Titular283;Nombre283;Solar;12;13.8;NA;NA;5
Región de Arica y Parinacota;NA;Titular284;Nombre284;Solar;12;13.8;NA;NA;5
Región de Arica y Parinacota;NA;Titular285;Nombre285;Solar;68;9;NA;NA;4
Región de Arica y Parinacota;NA;Titular286;Nombre286;Solar;343;198.04;NA;NA;5
Región de Arica y Parinacota;NA;Titular287;Nombre287;Solar;210;358.67;NA;NA;3
Región de Arica y Parinacota;NA;Titular288;Nombre288;Solar;10;12.08;NA;NA;2
Región de Arica y Parinacota;NA;Titular289;Nombre289;Solar;210;358.67;NA;NA;4
Región de Arica y Parinacota;NA;Titular290;Nombre290;Solar;210;358.7;NA;NA;4
Región de Arica y Parinacota;NA;Titular291;Nombre291;Solar;210;358.67;NA;NA;4
Región de Arica y Parinacota;NA;Titular292;Nombre292;Solar;9.5;12.5;NA;NA;2
Región de Arica y Parinacota;NA;Titular293;Nombre293;Solar;66;16.77;NA;NA;5
Región de Arica y Parinacota;NA;Titular294;Nombre294;Solar;10.7;10.52;NA;NA;4
Región de Arica y Parinacota;NA;Titular295;Nombre295;Solar;343;198.04;NA;NA;4
Región de Arica y Parinacota;NA;Titular296;Nombre296;Solar;210;358.67;NA;NA;4
Región de Arica y Parinacota;NA;Titular297;Nombre297;Solar;12;12.9;NA;NA;3
Región de Arica y Parinacota;NA;Titular298;Nombre298;Solar;12;12.9;NA;NA;5
Región de Arica y Parinacota;NA;Titular299;Nombre299;Solar;12;12.9;NA;NA;2
Región de Arica y Parinacota;NA;Titular300;Nombre300;Solar;450;421.9;NA;NA;2
Región de Arica y Parinacota;NA;Titular301;Nombre301;Solar;66;16.77;NA;NA;4
Región de Arica y Parinacota;NA;Titular302;Nombre302;Solar;10.7;10.52;NA;NA;2
Región de Arica y Parinacota;NA;Titular303;Nombre303;Solar;210;358.67;NA;NA;2
Región de Arica y Parinacota;NA;Titular304;Nombre304;Solar;210;358.7;NA;NA;4
Región de Atacama;NA;Titular305;Nombre305;Eólica;181.7;173.25;NA;NA;10
Región de Atacama;NA;Titular306;Nombre306;Eólica;128.4;180;NA;NA;11
Región de Atacama;NA;Titular307;Nombre307;Eólica;200;64.8;NA;NA;9
Región de Atacama;NA;Titular308;Nombre308;Eólica;181.7;173.25;NA;NA;13
Región de Atacama;NA;Titular309;Nombre309;Eólica;200;64.8;NA;NA;12
Región de Atacama;NA;Titular310;Nombre310;Eólica;128.4;180;NA;NA;9
Región de Atacama;NA;Titular311;Nombre311;Eólica;181.7;173.25;NA;NA;14
Región de Atacama;NA;Titular312;Nombre312;Solar;9.9;10.89;NA;NA;3
Región de Atacama;NA;Titular313;Nombre313;Solar;13.5;9.58;NA;NA;5
Región de Atacama;NA;Titular314;Nombre314;Solar;220;222.16;NA;NA;3
Región de Atacama;NA;Titular315;Nombre315;Solar;10;13.44;NA;NA;2
Región de Atacama;NA;Titular316;Nombre316;Solar;9;9.9;NA;NA;2
Región de Atacama;NA;Titular317;Nombre317;Solar;220;324.87;NA;NA;2
Región de Atacama;NA;Titular318;Nombre318;Solar;10.1;11.5;NA;NA;5
Región de Atacama;NA;Titular319;Nombre319;Solar;12.6;12.6;NA;NA;3
Región de Atacama;NA;Titular320;Nombre320;Solar;12;9;NA;NA;2
Región de Atacama;NA;Titular321;Nombre321;Solar;10;10.66;NA;NA;5
Región de Atacama;NA;Titular322;Nombre322;Solar;150;116;NA;NA;3
Región de Atacama;NA;Titular323;Nombre323;Solar;8.7;5.14;NA;NA;4
